12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R202
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1132.560
BKS: 1029.6
Optimal: 1
Fri 14 Jan 2022 06:34:48 PM CST
timestamp: 1642156488
Solution value, local machine time, standardized time
1130.7 0.023 0.023
1130.6 0.023 0.023
1128.7 0.023 0.023
1125.9 0.030 0.030
1125.8 0.030 0.030
1125.7 0.030 0.030
1124.8 0.031 0.031
1123.5 0.031 0.031
1121.5 0.032 0.032
1120.5 0.032 0.032
1119.9 0.032 0.032
1119.8 0.032 0.032
1119.2 0.033 0.033
1117.6 0.033 0.033
1117.5 0.033 0.033
1116.9 0.035 0.035
1115.8 0.036 0.036
1115.5 0.036 0.036
1105.9 0.093 0.092
1105.1 0.093 0.092
1103.5 0.100 0.099
1099.9 0.111 0.110
1098.2 0.111 0.110
1088.3 0.112 0.111
1087.2 0.146 0.145
1086.8 0.146 0.145
1086.0 0.146 0.145
1083.7 0.146 0.145
1078.2 0.150 0.149
1076.5 0.157 0.156
1074.0 0.191 0.189
1073.2 0.191 0.189
1073.1 0.191 0.189
1071.6 0.231 0.229
1071.4 0.231 0.229
1070.9 0.231 0.229
1070.6 0.232 0.230
1070.0 0.232 0.230
1069.2 0.233 0.231
1066.9 0.233 0.231
1065.9 0.233 0.231
1063.1 0.233 0.231
1062.4 0.233 0.231
1057.9 0.396 0.392
1056.2 0.396 0.392
1053.3 0.396 0.392
1053.1 0.396 0.392
1052.4 0.608 0.602
1050.4 1.057 1.047
1049.9 1.058 1.048
1048.0 1.059 1.049
1047.3 1.061 1.051
1044.5 1.061 1.051
1043.3 1.061 1.051
1040.8 1.062 1.052
1040.7 1.067 1.057
1040.3 1.098 1.088
1039.5 1.144 1.133
1039.4 1.144 1.133
1037.8 1.163 1.152
1037.4 1.174 1.163
1037.0 1.190 1.179
1036.9 3.093 3.064
1035.2 5.048 5.000
1034.2 5.049 5.001
1032.2 16.445 16.289
1030.6 20.201 20.009
1029.9 62.045 61.456
1029.6 62.045 61.456
Primal Integral: 0.0090981762
