12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R111
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1153.570
BKS: 1048.7
Optimal: 1
Fri 14 Jan 2022 06:34:45 PM CST
timestamp: 1642156485
Solution value, local machine time, standardized time
1151.9 0.014 0.014
1151.6 0.014 0.014
1150.5 0.015 0.015
1149.9 0.016 0.016
1143.6 0.017 0.017
1137.4 0.017 0.017
1136.5 0.017 0.017
1129.6 0.018 0.018
1128.8 0.019 0.019
1121.8 0.019 0.019
1120.8 0.019 0.019
1110.9 0.020 0.020
1108.6 0.021 0.021
1105.9 0.021 0.021
1105.0 0.021 0.021
1104.8 0.021 0.021
1104.6 0.021 0.021
1104.5 0.021 0.021
1103.7 0.021 0.021
1102.5 0.021 0.021
1099.6 0.021 0.021
1099.5 0.022 0.022
1098.2 0.031 0.031
1094.3 0.031 0.031
1093.4 0.033 0.033
1092.7 0.034 0.034
1091.5 0.034 0.034
1091.1 0.034 0.034
1090.3 0.053 0.052
1086.0 0.243 0.241
1085.5 0.243 0.241
1084.8 0.389 0.385
1083.0 0.391 0.387
1082.9 0.396 0.392
1077.7 0.410 0.406
1076.8 0.410 0.406
1075.0 0.411 0.407
1072.5 0.431 0.427
1072.0 0.431 0.427
1071.0 0.432 0.428
1069.9 0.465 0.461
1069.7 0.465 0.461
1069.0 0.465 0.461
1066.5 0.469 0.465
1063.3 0.475 0.470
1063.0 0.476 0.471
1062.5 0.481 0.476
1061.2 0.481 0.476
1060.9 0.481 0.476
1057.7 0.481 0.476
1055.7 0.513 0.508
1052.9 0.518 0.513
1052.0 0.518 0.513
1051.5 1.282 1.270
1050.6 1.284 1.272
1050.5 8.902 8.817
1049.8 8.917 8.832
1048.7 8.949 8.864
Primal Integral: 0.0019157253
