12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R201
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1257.520
BKS: 1143.2
Optimal: 1
Fri 14 Jan 2022 06:34:47 PM CST
timestamp: 1642156487
Solution value, local machine time, standardized time
1257.3 0.009 0.009
1247.6 0.009 0.009
1245.3 0.009 0.009
1240.6 0.009 0.009
1238.1 0.009 0.009
1237.8 0.009 0.009
1236.0 0.010 0.010
1235.3 0.010 0.010
1232.3 0.010 0.010
1232.0 0.019 0.019
1228.0 0.019 0.019
1227.3 0.034 0.034
1220.1 0.034 0.034
1218.2 0.049 0.049
1217.4 0.051 0.051
1213.6 0.052 0.052
1211.2 0.052 0.052
1210.7 0.052 0.052
1209.5 0.053 0.052
1209.4 0.073 0.072
1207.6 0.118 0.117
1202.0 0.119 0.118
1200.1 0.119 0.118
1200.0 0.119 0.118
1197.7 0.179 0.177
1191.2 0.181 0.179
1186.5 0.181 0.179
1184.6 0.181 0.179
1180.6 0.181 0.179
1178.8 0.184 0.182
1176.2 0.185 0.183
1173.4 0.185 0.183
1173.0 0.188 0.186
1172.2 0.523 0.518
1170.2 0.523 0.518
1168.7 0.610 0.604
1167.7 0.623 0.617
1166.8 0.627 0.621
1166.1 0.627 0.621
1163.6 1.486 1.472
1163.4 1.495 1.481
1159.5 1.495 1.481
1159.3 12.127 12.012
1157.8 12.127 12.012
1155.8 12.127 12.012
1154.9 13.381 13.254
1154.1 13.402 13.275
1151.9 13.402 13.275
1151.2 13.402 13.275
1151.0 13.402 13.275
1150.9 13.402 13.275
1149.6 13.402 13.275
1149.3 13.447 13.319
1146.9 13.459 13.331
1144.5 13.471 13.343
1143.2 13.491 13.363
Primal Integral: 0.0113198371
