12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R208
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 771.100
BKS: 701.0
Optimal: 1
Fri 14 Jan 2022 06:34:54 PM CST
timestamp: 1642156494
Solution value, local machine time, standardized time
770.7 0.005 0.005
768.3 0.006 0.006
767.5 0.006 0.006
766.4 0.008 0.008
764.9 0.008 0.008
761.5 0.012 0.012
760.7 0.012 0.012
758.7 0.012 0.012
758.0 0.014 0.014
755.2 0.014 0.014
754.6 0.014 0.014
753.9 0.021 0.021
753.7 0.021 0.021
753.3 0.029 0.029
750.2 0.029 0.029
749.5 0.029 0.029
749.3 0.031 0.031
749.2 0.031 0.031
749.0 0.031 0.031
748.6 0.031 0.031
748.0 0.032 0.032
747.7 0.032 0.032
746.5 0.033 0.033
745.6 0.033 0.033
743.8 0.033 0.033
737.9 0.033 0.033
737.4 0.033 0.033
735.5 0.034 0.034
732.5 0.034 0.034
728.9 0.034 0.034
727.6 0.034 0.034
727.3 0.059 0.058
726.4 0.059 0.058
726.2 0.059 0.058
724.4 0.201 0.199
724.0 0.219 0.217
723.7 0.219 0.217
723.1 0.219 0.217
720.6 0.381 0.377
719.2 0.381 0.377
717.3 0.381 0.377
716.5 0.382 0.378
715.8 0.430 0.426
713.4 0.430 0.426
713.1 0.478 0.473
712.1 0.480 0.475
711.5 0.949 0.940
711.0 0.949 0.940
709.5 1.022 1.012
709.4 1.577 1.562
709.0 1.599 1.584
708.9 1.600 1.585
708.8 1.601 1.586
708.2 1.742 1.725
708.1 1.747 1.730
706.8 1.747 1.730
706.2 1.747 1.730
706.1 1.747 1.730
706.0 1.747 1.730
705.9 1.747 1.730
705.8 1.872 1.854
705.7 1.873 1.855
705.6 2.219 2.198
703.8 2.219 2.198
703.6 2.220 2.199
702.5 2.225 2.204
702.4 13.294 13.168
701.7 28.241 27.973
701.5 28.244 27.976
701.4 28.244 27.976
701.2 28.351 28.082
701.0 28.814 28.540
Primal Integral: 0.0049842764
