12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R207
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 873.400
BKS: 794.0
Optimal: 1
Fri 14 Jan 2022 06:34:53 PM CST
timestamp: 1642156493
Solution value, local machine time, standardized time
873.2 0.006 0.006
872.6 0.006 0.006
870.4 0.006 0.006
869.8 0.006 0.006
867.1 0.007 0.007
867.0 0.007 0.007
863.7 0.007 0.007
862.5 0.008 0.008
861.8 0.008 0.008
860.7 0.009 0.009
859.7 0.015 0.015
859.2 0.015 0.015
858.1 0.023 0.023
856.8 0.023 0.023
856.7 0.024 0.024
856.1 0.024 0.024
854.2 0.040 0.040
853.7 0.041 0.041
848.6 0.041 0.041
848.2 0.041 0.041
845.9 0.041 0.041
844.8 0.041 0.041
844.5 0.041 0.041
842.9 0.041 0.041
842.7 0.041 0.041
839.8 0.041 0.041
837.8 0.041 0.041
837.2 0.041 0.041
836.6 0.041 0.041
836.4 0.042 0.042
836.3 0.042 0.042
835.7 0.042 0.042
835.6 0.042 0.042
833.7 0.042 0.042
832.9 0.042 0.042
832.2 0.042 0.042
831.9 0.042 0.042
831.6 0.042 0.042
825.1 0.042 0.042
824.7 0.044 0.044
823.5 0.044 0.044
821.9 0.044 0.044
820.4 0.044 0.044
819.7 0.044 0.044
819.6 0.045 0.045
816.4 0.045 0.045
815.7 0.045 0.045
815.4 0.045 0.045
815.1 0.063 0.062
813.4 0.064 0.063
810.2 0.064 0.063
808.0 0.071 0.070
806.4 0.080 0.079
806.2 0.097 0.096
804.2 0.120 0.119
802.6 0.121 0.120
802.2 0.126 0.125
800.8 0.126 0.125
800.5 0.126 0.125
799.0 0.127 0.126
798.9 0.189 0.187
795.8 0.239 0.237
794.0 12.373 12.255
Primal Integral: 0.0018343409
