12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: RC101
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1781.780
BKS: 1619.8
Optimal: 1
Fri 14 Jan 2022 06:34:58 PM CST
timestamp: 1642156498
Solution value, local machine time, standardized time
1780.9 0.005 0.005
1776.4 0.005 0.005
1768.6 0.005 0.005
1760.3 0.005 0.005
1758.4 0.006 0.006
1758.1 0.007 0.007
1753.8 0.008 0.008
1752.7 0.008 0.008
1751.1 0.009 0.009
1746.0 0.010 0.010
1740.8 0.017 0.017
1739.8 0.017 0.017
1739.5 0.017 0.017
1737.9 0.017 0.017
1737.8 0.017 0.017
1736.5 0.017 0.017
1715.7 0.017 0.017
1713.5 0.018 0.018
1712.9 0.018 0.018
1702.6 0.022 0.022
1701.8 0.022 0.022
1699.2 0.022 0.022
1696.1 0.022 0.022
1694.4 0.022 0.022
1694.0 0.026 0.026
1681.4 0.027 0.027
1673.8 0.029 0.029
1669.5 0.031 0.031
1669.4 0.084 0.083
1665.9 0.097 0.096
1665.7 0.146 0.145
1662.4 0.146 0.145
1662.2 0.146 0.145
1661.1 0.162 0.160
1656.9 0.179 0.177
1656.8 0.190 0.188
1652.5 0.216 0.214
1648.8 0.219 0.217
1646.7 0.225 0.223
1645.0 0.225 0.223
1642.5 0.344 0.341
1642.2 0.345 0.342
1642.1 0.345 0.342
1641.4 0.354 0.351
1640.9 0.355 0.352
1640.2 0.490 0.485
1634.4 0.490 0.485
1634.2 6.450 6.389
1634.1 23.693 23.468
1633.8 23.697 23.472
1631.3 25.855 25.609
1629.4 647.369 641.219
1623.5 647.382 641.232
1621.8 647.823 641.669
1619.8 647.824 641.670
Primal Integral: 0.2559064288
