12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R101
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1801.470
BKS: 1637.7
Optimal: 1
Fri 14 Jan 2022 06:34:35 PM CST
timestamp: 1642156475
Solution value, local machine time, standardized time
1799.2 0.004 0.004
1786.9 0.004 0.004
1785.4 0.005 0.005
1775.7 0.005 0.005
1770.0 0.005 0.005
1766.1 0.005 0.005
1761.8 0.005 0.005
1753.5 0.005 0.005
1752.7 0.005 0.005
1750.2 0.005 0.005
1746.4 0.005 0.005
1744.9 0.005 0.005
1742.2 0.006 0.006
1736.3 0.006 0.006
1734.1 0.006 0.006
1733.8 0.006 0.006
1722.6 0.006 0.006
1722.5 0.006 0.006
1719.7 0.006 0.006
1713.1 0.006 0.006
1709.8 0.006 0.006
1709.1 0.007 0.007
1708.6 0.007 0.007
1708.0 0.007 0.007
1703.4 0.008 0.008
1703.2 0.011 0.011
1693.0 0.011 0.011
1688.1 0.011 0.011
1682.5 0.011 0.011
1681.1 0.012 0.012
1678.1 0.012 0.012
1676.8 0.012 0.012
1676.6 0.014 0.014
1659.7 0.017 0.017
1659.1 0.019 0.019
1657.2 0.030 0.030
1656.7 0.034 0.034
1655.6 0.085 0.084
1655.3 0.086 0.085
1653.9 0.086 0.085
1651.8 0.090 0.089
1650.7 0.107 0.106
1650.5 0.107 0.106
1647.5 0.109 0.108
1643.5 0.115 0.114
1642.2 0.115 0.114
1641.1 0.116 0.115
1640.5 0.134 0.133
1640.4 0.290 0.287
1640.0 0.293 0.290
1639.3 0.293 0.290
1639.0 0.295 0.292
1638.2 0.457 0.453
1638.0 0.459 0.455
1637.7 0.464 0.460
Primal Integral: 0.0001331434
