12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R209
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 940.280
BKS: 854.8
Optimal: 1
Fri 14 Jan 2022 06:34:55 PM CST
timestamp: 1642156495
Solution value, local machine time, standardized time
937.2 0.011 0.011
935.3 0.011 0.011
934.4 0.011 0.011
931.5 0.026 0.026
929.3 0.029 0.029
928.4 0.029 0.029
927.6 0.029 0.029
924.8 0.030 0.030
923.6 0.030 0.030
923.1 0.030 0.030
921.5 0.030 0.030
918.1 0.030 0.030
916.7 0.030 0.030
915.7 0.042 0.042
915.2 0.042 0.042
914.3 0.043 0.043
912.7 0.048 0.048
911.8 0.048 0.048
911.4 0.048 0.048
909.8 0.048 0.048
902.0 0.048 0.048
901.9 0.048 0.048
897.5 0.049 0.049
897.1 0.049 0.049
895.7 0.049 0.049
894.6 0.049 0.049
890.8 0.049 0.049
890.7 0.049 0.049
889.4 0.049 0.049
885.4 0.051 0.051
881.8 0.056 0.055
880.7 0.090 0.089
879.3 0.093 0.092
878.5 0.093 0.092
874.9 0.093 0.092
874.8 0.301 0.298
874.6 0.305 0.302
873.1 0.306 0.303
872.5 0.363 0.360
866.8 0.363 0.360
866.7 0.363 0.360
866.4 0.364 0.361
866.2 0.364 0.361
862.4 0.399 0.395
861.9 0.421 0.417
861.1 0.421 0.417
860.1 0.660 0.654
859.1 0.660 0.654
858.6 0.661 0.655
858.2 0.836 0.828
856.1 0.892 0.884
855.7 0.909 0.900
855.6 1.224 1.212
855.3 2.211 2.190
854.8 2.219 2.198
Primal Integral: 0.0009135132
