12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R112
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1043.790
BKS: 948.9
Optimal: 1
Fri 14 Jan 2022 06:34:46 PM CST
timestamp: 1642156486
Solution value, local machine time, standardized time
1043.3 0.011 0.011
1042.8 0.013 0.013
1041.3 0.013 0.013
1040.0 0.013 0.013
1038.9 0.013 0.013
1032.2 0.013 0.013
1031.8 0.014 0.014
1031.0 0.014 0.014
1028.8 0.014 0.014
1023.1 0.014 0.014
1021.2 0.014 0.014
1020.3 0.015 0.015
1019.1 0.015 0.015
1017.5 0.016 0.016
1014.8 0.016 0.016
1014.5 0.016 0.016
1007.5 0.016 0.016
1004.3 0.016 0.016
1003.9 0.016 0.016
1001.4 0.016 0.016
999.1 0.017 0.017
998.9 0.017 0.017
993.6 0.018 0.018
993.2 0.018 0.018
991.6 0.019 0.019
991.5 0.019 0.019
991.4 0.028 0.028
991.2 0.028 0.028
990.1 0.028 0.028
987.9 0.122 0.121
984.8 0.122 0.121
984.6 0.132 0.131
982.3 0.132 0.131
981.7 0.136 0.135
980.4 0.154 0.153
979.8 0.160 0.158
979.5 0.374 0.370
974.5 0.374 0.370
971.3 0.374 0.370
970.4 0.380 0.376
970.3 0.380 0.376
966.9 0.488 0.483
965.4 0.491 0.486
965.2 0.580 0.574
964.5 0.656 0.650
963.1 1.566 1.551
962.9 1.570 1.555
962.8 1.574 1.559
961.1 1.574 1.559
960.4 1.574 1.559
959.3 1.653 1.637
959.2 1.667 1.651
958.9 7.218 7.149
957.6 7.219 7.150
957.2 7.221 7.152
956.5 7.221 7.152
953.4 7.221 7.152
953.2 7.222 7.153
952.3 12.160 12.044
950.9 13.211 13.085
950.4 13.835 13.704
948.6 222.534 220.420
Primal Integral: -0.0027715431
