12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R104
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1068.650
BKS: 971.5
Optimal: 1
Fri 14 Jan 2022 06:34:38 PM CST
timestamp: 1642156478
Solution value, local machine time, standardized time
1067.0 0.006 0.006
1065.5 0.006 0.006
1064.0 0.006 0.006
1060.2 0.007 0.007
1059.8 0.008 0.008
1055.9 0.008 0.008
1054.9 0.012 0.012
1054.1 0.012 0.012
1053.9 0.014 0.014
1046.7 0.014 0.014
1041.5 0.014 0.014
1041.4 0.014 0.014
1040.3 0.014 0.014
1037.3 0.014 0.014
1037.2 0.014 0.014
1037.0 0.014 0.014
1032.0 0.016 0.016
1031.8 0.016 0.016
1031.5 0.016 0.016
1029.9 0.016 0.016
1026.9 0.016 0.016
1026.6 0.019 0.019
1026.4 0.019 0.019
1022.3 0.019 0.019
1021.4 0.020 0.020
1021.0 0.021 0.021
1020.7 0.021 0.021
1018.7 0.024 0.024
1017.7 0.067 0.066
1017.5 0.068 0.067
1015.8 0.080 0.079
1015.5 0.080 0.079
1013.9 0.081 0.080
1012.7 0.081 0.080
1007.5 0.084 0.083
1005.6 0.084 0.083
1005.0 0.089 0.088
1004.7 0.163 0.161
1004.2 0.163 0.161
1002.6 0.163 0.161
1002.1 0.163 0.161
1001.4 0.163 0.161
999.5 0.163 0.161
997.9 0.163 0.161
994.9 0.165 0.163
994.8 0.233 0.231
994.7 0.233 0.231
991.9 0.242 0.240
990.3 0.378 0.374
990.1 0.379 0.375
990.0 0.383 0.379
989.3 0.384 0.380
988.3 0.385 0.381
987.6 0.816 0.808
987.4 0.816 0.808
987.2 0.828 0.820
986.2 0.828 0.820
983.2 0.850 0.842
981.9 0.859 0.851
981.7 0.890 0.882
981.5 0.893 0.885
981.0 0.893 0.885
980.8 0.937 0.928
980.3 0.937 0.928
979.3 0.938 0.929
979.2 1.370 1.357
972.4 2.980 2.952
971.5 2.995 2.967
Primal Integral: 0.0020637788
