12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R1_2_3
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 3711.290
BKS: 3373.9
Optimal: 1
Fri 14 Jan 2022 06:35:37 PM CST
timestamp: 1642156537
Solution value, local machine time, standardized time
3703.7 0.023 0.023
3702.9 0.023 0.023
3702.6 0.026 0.026
3702.4 0.027 0.027
3698.3 0.042 0.042
3694.7 0.043 0.043
3694.4 0.043 0.043
3693.1 0.043 0.043
3692.9 0.043 0.043
3689.2 0.043 0.043
3688.6 0.043 0.043
3681.6 0.044 0.044
3677.7 0.044 0.044
3677.2 0.044 0.044
3676.7 0.045 0.045
3676.4 0.045 0.045
3671.4 0.046 0.046
3671.0 0.046 0.046
3670.1 0.047 0.047
3668.7 0.048 0.048
3667.8 0.048 0.048
3660.1 0.049 0.049
3651.0 0.051 0.051
3650.5 0.051 0.051
3645.7 0.054 0.053
3640.0 0.054 0.053
3639.9 0.054 0.053
3637.0 0.054 0.053
3631.0 0.054 0.053
3630.3 0.055 0.054
3629.2 0.055 0.054
3610.3 0.056 0.055
3605.5 0.057 0.056
3605.2 0.057 0.056
3604.4 0.057 0.056
3604.2 0.057 0.056
3603.8 0.057 0.056
3601.7 0.059 0.058
3600.1 0.060 0.059
3599.2 0.060 0.059
3598.1 0.060 0.059
3598.0 0.060 0.059
3596.3 0.060 0.059
3595.6 0.060 0.059
3594.9 0.061 0.060
3591.8 0.061 0.060
3591.7 0.061 0.060
3585.2 0.063 0.062
3584.7 0.064 0.063
3584.2 0.064 0.063
3571.5 0.064 0.063
3563.2 0.064 0.063
3562.8 0.064 0.063
3559.8 0.064 0.063
3558.0 0.065 0.064
3552.5 0.066 0.065
3551.9 0.066 0.065
3551.6 0.066 0.065
3544.2 0.070 0.069
3543.5 0.083 0.082
3539.6 0.090 0.089
3539.3 0.090 0.089
3538.7 0.090 0.089
3538.6 0.090 0.089
3538.2 0.091 0.090
3530.1 0.109 0.108
3528.2 0.110 0.109
3526.4 0.110 0.109
3526.2 0.110 0.109
3523.3 0.110 0.109
3515.7 0.110 0.109
3515.5 0.111 0.110
3510.4 0.111 0.110
3510.1 0.111 0.110
3505.7 0.119 0.118
3502.8 0.120 0.119
3502.3 0.120 0.119
3500.4 0.120 0.119
3499.6 0.120 0.119
3493.5 0.120 0.119
3492.2 0.121 0.120
3492.1 0.121 0.120
3490.7 0.121 0.120
3489.3 0.163 0.161
3488.8 0.164 0.162
3488.3 0.164 0.162
3487.0 0.239 0.237
3484.8 0.241 0.239
3483.7 0.256 0.254
3480.5 0.256 0.254
3477.9 0.256 0.254
3476.3 0.256 0.254
3476.0 0.334 0.331
3475.1 0.334 0.331
3474.4 0.335 0.332
3472.3 0.363 0.360
3470.1 0.363 0.360
3466.8 0.378 0.374
3466.3 0.378 0.374
3466.1 0.385 0.381
3464.3 0.386 0.382
3463.3 0.386 0.382
3462.6 0.391 0.387
3461.9 0.444 0.440
3460.0 0.445 0.441
3457.8 0.451 0.447
3454.5 0.459 0.455
3454.4 0.479 0.474
3452.0 0.479 0.474
3450.3 0.479 0.474
3450.1 0.479 0.474
3449.6 0.479 0.474
3449.5 0.480 0.475
3449.3 0.480 0.475
3449.2 0.482 0.477
3448.8 0.516 0.511
3448.7 1.288 1.276
3448.4 1.290 1.278
3442.2 1.321 1.308
3441.0 1.335 1.322
3436.7 1.340 1.327
3436.5 1.340 1.327
3434.9 1.347 1.334
3434.6 1.361 1.348
3433.5 1.363 1.350
3432.7 1.363 1.350
3432.4 1.363 1.350
3431.4 1.364 1.351
3430.9 1.364 1.351
3430.6 1.364 1.351
3430.5 1.364 1.351
3428.9 1.392 1.379
3427.0 1.408 1.395
3426.5 1.959 1.940
3426.4 2.080 2.060
3425.8 2.080 2.060
3425.6 2.086 2.066
3425.2 2.086 2.066
3425.1 2.088 2.068
3424.3 2.088 2.068
3423.9 2.113 2.093
3421.1 2.180 2.159
3420.9 2.205 2.184
3420.6 2.205 2.184
3420.0 2.205 2.184
3419.1 2.485 2.461
3417.1 2.490 2.466
3417.0 2.585 2.560
3416.5 2.660 2.635
3415.1 2.757 2.731
3415.0 2.762 2.736
3412.7 2.988 2.960
3409.1 2.988 2.960
3404.7 2.991 2.963
3404.4 2.996 2.968
3401.4 3.060 3.031
3400.6 20.339 20.146
3400.4 20.343 20.150
3400.0 20.343 20.150
3398.2 20.348 20.155
3394.9 20.607 20.411
3393.5 20.836 20.638
3393.0 21.006 20.806
3392.2 21.653 21.447
3391.9 21.827 21.620
3391.1 21.832 21.625
3390.6 22.354 22.142
3389.7 22.752 22.536
3389.3 23.214 22.993
3389.1 24.196 23.966
3388.8 24.627 24.393
3387.3 24.652 24.418
3386.7 31.031 30.736
3386.0 31.662 31.361
3383.5 31.662 31.361
3382.7 35.226 34.891
3382.1 94.589 93.690
3382.0 98.871 97.932
3380.4 142.166 140.815
3379.7 845.843 837.807
3379.2 1025.796 1016.051
3379.1 1025.809 1016.064
3378.6 1219.810 1208.222
3378.3 1249.922 1238.048
3377.9 1395.758 1382.498
3377.4 1395.805 1382.545
3377.1 1395.884 1382.623
3377.0 1453.405 1439.598
3375.4 1720.420 1704.076
3374.9 1720.849 1704.501
Primal Integral: 0.1682779156
