12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R107
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1171.060
BKS: 1064.6
Optimal: 1
Fri 14 Jan 2022 06:34:41 PM CST
timestamp: 1642156481
Solution value, local machine time, standardized time
1169.1 0.005 0.005
1167.8 0.005 0.005
1167.4 0.005 0.005
1167.1 0.005 0.005
1166.5 0.005 0.005
1154.8 0.005 0.005
1153.3 0.005 0.005
1147.2 0.005 0.005
1146.2 0.005 0.005
1142.8 0.006 0.006
1140.3 0.007 0.007
1137.4 0.012 0.012
1136.0 0.012 0.012
1132.8 0.012 0.012
1131.3 0.012 0.012
1130.3 0.014 0.014
1129.3 0.016 0.016
1126.1 0.021 0.021
1123.9 0.023 0.023
1120.9 0.023 0.023
1117.1 0.032 0.032
1115.3 0.032 0.032
1113.1 0.032 0.032
1111.6 0.042 0.042
1110.3 0.045 0.045
1110.2 0.050 0.050
1109.1 0.050 0.050
1109.0 0.051 0.051
1108.9 0.057 0.056
1108.4 0.105 0.104
1107.6 0.106 0.105
1105.8 0.112 0.111
1104.7 0.112 0.111
1103.9 0.112 0.111
1100.5 0.135 0.134
1100.0 0.139 0.138
1097.6 0.145 0.144
1097.3 0.146 0.145
1095.2 0.185 0.183
1091.1 0.186 0.184
1089.8 0.187 0.185
1089.1 0.187 0.185
1087.7 0.274 0.271
1087.5 0.278 0.275
1087.3 0.280 0.277
1085.1 0.280 0.277
1083.1 0.364 0.361
1082.7 0.364 0.361
1079.9 0.367 0.364
1078.0 0.367 0.364
1075.8 0.403 0.399
1075.0 0.403 0.399
1073.6 0.416 0.412
1071.8 0.437 0.433
1070.5 1.928 1.910
1069.6 1.928 1.910
1069.5 1.929 1.911
1068.5 1.930 1.912
1066.8 1.931 1.913
1065.6 5.172 5.123
1064.6 34.695 34.365
Primal Integral: 0.0031413624
