12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R103
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1329.570
BKS: 1208.7
Optimal: 1
Fri 14 Jan 2022 06:34:37 PM CST
timestamp: 1642156477
Solution value, local machine time, standardized time
1327.1 0.004 0.004
1326.9 0.005 0.005
1323.0 0.005 0.005
1322.1 0.005 0.005
1317.0 0.005 0.005
1312.7 0.005 0.005
1312.6 0.005 0.005
1312.3 0.005 0.005
1309.8 0.005 0.005
1309.2 0.005 0.005
1307.2 0.005 0.005
1306.2 0.006 0.006
1303.6 0.006 0.006
1303.1 0.006 0.006
1301.6 0.006 0.006
1298.2 0.006 0.006
1294.4 0.006 0.006
1292.5 0.006 0.006
1292.4 0.006 0.006
1288.5 0.006 0.006
1288.4 0.006 0.006
1287.8 0.006 0.006
1287.1 0.007 0.007
1286.4 0.007 0.007
1285.4 0.007 0.007
1282.2 0.007 0.007
1281.8 0.008 0.008
1280.1 0.008 0.008
1278.5 0.008 0.008
1277.0 0.009 0.009
1273.9 0.009 0.009
1272.8 0.009 0.009
1264.5 0.009 0.009
1254.3 0.013 0.013
1253.6 0.014 0.014
1253.5 0.021 0.021
1253.4 0.024 0.024
1250.0 0.024 0.024
1246.9 0.034 0.034
1246.6 0.044 0.044
1241.2 0.044 0.044
1241.0 0.044 0.044
1240.0 0.045 0.045
1239.2 0.049 0.049
1237.3 0.049 0.049
1233.3 0.050 0.050
1233.2 0.050 0.050
1230.2 0.050 0.050
1226.6 0.058 0.057
1226.0 0.061 0.060
1225.8 0.061 0.060
1225.0 0.061 0.060
1221.2 0.062 0.061
1220.3 0.062 0.061
1219.0 0.062 0.061
1218.5 0.062 0.061
1218.3 0.062 0.061
1217.7 0.062 0.061
1217.6 0.063 0.062
1214.9 0.065 0.064
1213.9 0.211 0.209
1213.8 1.429 1.415
1213.4 1.516 1.502
1212.6 1.525 1.511
1210.3 13.214 13.088
1209.5 13.218 13.092
1208.7 13.219 13.093
Primal Integral: 0.0025593328
