12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R206
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 963.490
BKS: 875.9
Optimal: 1
Fri 14 Jan 2022 06:34:52 PM CST
timestamp: 1642156492
Solution value, local machine time, standardized time
962.9 0.027 0.027
962.3 0.027 0.027
960.2 0.027 0.027
960.1 0.027 0.027
956.9 0.028 0.028
949.7 0.028 0.028
945.6 0.028 0.028
939.7 0.028 0.028
939.6 0.030 0.030
939.2 0.030 0.030
938.9 0.030 0.030
937.7 0.030 0.030
936.9 0.034 0.034
935.0 0.044 0.044
934.9 0.044 0.044
930.9 0.044 0.044
930.6 0.044 0.044
930.2 0.045 0.045
927.8 0.045 0.045
926.2 0.045 0.045
925.9 0.045 0.045
924.0 0.045 0.045
922.5 0.045 0.045
921.7 0.045 0.045
921.3 0.045 0.045
921.2 0.045 0.045
921.1 0.045 0.045
918.6 0.045 0.045
917.8 0.046 0.046
916.3 0.046 0.046
916.1 0.048 0.048
915.8 0.048 0.048
911.3 0.048 0.048
906.5 0.049 0.049
906.4 0.053 0.052
905.1 0.056 0.055
903.2 0.059 0.058
898.5 0.059 0.058
895.5 0.063 0.062
893.8 0.063 0.062
891.8 0.074 0.073
890.8 0.075 0.074
890.6 0.084 0.083
890.4 0.084 0.083
889.5 0.084 0.083
888.8 0.141 0.140
888.5 0.211 0.209
886.8 0.212 0.210
886.5 0.885 0.877
886.3 1.619 1.604
886.2 1.622 1.607
885.2 2.471 2.448
884.8 2.509 2.485
884.4 2.545 2.521
883.8 2.546 2.522
883.7 2.546 2.522
883.0 3.455 3.422
881.3 3.456 3.423
880.9 3.516 3.483
880.6 3.516 3.483
879.9 3.516 3.483
877.2 16.651 16.493
875.9 18.473 18.298
Primal Integral: 0.0058425131
